169,17,24,0.85229124,2014/9/15 14:41,T
170,3,20,0.767895899,2019/3/8 22:23,S
171,9,24,0.174588643,2010/5/4 11:06,R
172,13,21,0.245308858,2015/7/8 10:56,C
173,13,28,0.774326871,2010/1/9 22:08,T
174,16,29,1.274331044,2018/10/7 6:06,T
175,17,28,1.297751696,2016/12/29 16:46,T
176,18,24,1.019665122,2019/7/19 7:34,S
177,12,27,0.403352857,2014/7/23 14:28,R
178,13,22,1.887898147,2020/4/15 6:29,R
179,6,21,0.316213074,2012/11/25 3:51,C
180,17,29,1.622187344,2015/9/25 20:00,S
181,8,29,0.054753459,2015/9/4 8:13,C
182,6,20,0.428063811,2013/5/18 9:33,T
183,8,20,0.954205924,2013/7/21 11:27,S
184,14,24,0.02182671,2017/2/23 13:33,C
185,3,25,0.786077044,2011/11/8 10:51,T
186,11,27,0.953825045,2016/11/18 1:40,T
187,7,24,0.285742871,2019/2/24 17:09,T
188,17,21,1.126404371,2013/8/16 20:40,T
189,10,23,0.267082469,2018/11/20 4:49,R
190,16,23,1.927923118,2016/7/7 20:13,G
191,17,25,0.976283703,2018/10/29 9:56,G
192,4,20,0.127962802,2015/2/26 11:08,S
193,19,23,2.25351928,2013/10/12 21:59,R
194,0,21,1.056735936,2010/8/20 4:43,T
195,12,23,0.501773852,2015/6/30 21:49,C
196,15,25,0.014097926,2015/3/17 11:16,G
197,15,26,1.837996484,2013/11/24 4:21,G
198,12,25,0.072035489,2013/1/22 0:21,R
199,4,25,2.21703769,2019/12/24 4:29,G
200,10,24,1.081098673,2009/3/30 16:22,G
201,6,20,0.075380645,2012/5/9 15:52,G
202,2,28,2.29701314,2019/5/13 19:58,R
203,13,20,0.069771333,2020/12/29 14:05,T
204,8,27,0.619929227,2017/4/4 3:40,C
205,12,28,0.207737152,2018/2/18 4:35,G
206,12,26,0.472494669,2012/8/6 9:15,C
207,8,21,1.361987103,2019/1/28 1:52,T
208,18,29,0.801000613,2013/9/12 11:09,C
209,1,23,1.527323368,2016/1/5 22:58,G
210,8,20,0.584102604,2011/8/4 18:19,C
211,1,20,1.525805876,2011/7/7 15:29,C
212,14,22,0.618234992,2015/1/5 21:23,T
213,10,23,1.913372147,2015/9/10 7:51,C
214,6,25,0.271712422,2017/4/1 16:17,S
215,19,20,0.392047305,2020/8/27 7:42,S
216,6,25,1.370821927,2017/6/21 11:31,C
217,14,23,0.466240341,2017/12/15 20:20,R
218,16,24,0.468939721,2019/8/29 6:54,T
219,4,27,1.456975443,2009/8/31 17:19,R
220,8,25,0.233683947,2020/1/2 18:51,C
221,15,21,1.913274453,2011/3/1 7:28,G
222,15,28,1.16670016,2020/12/24 19:22,G
223,15,28,0.867589277,2014/4/18 16:18,C
224,16,26,0.19397003,2009/1/19 22:21,T
225,16,28,0.319470865,2020/5/19 7:50,S
226,2,26,1.268125133,2016/12/6 9:24,S
227,12,29,0.870018927,2014/6/10 9:32,R
228,9,26,0.626536168,2013/11/26 22:09,S
229,7,22,1.886855283,2018/7/1 8:16,T
230,17,22,1.249816345,2016/1/6 6:40,T
231,5,24,0.303680661,2015/6/12 20:03,S
232,15,21,0.493233468,2020/10/8 21:50,T
233,15,20,0.207373732,2020/2/17 19:20,G
234,10,27,1.291764485,2017/3/22 10:20,S
235,15,26,0.342718531,2020/7/14 1:52,S
236,0,27,0.45601905,2009/11/6 22:26,R
237,19,28,0.401853432,2019/2/8 11:25,S
238,6,20,1.356615081,2018/7/26 18:37,R
239,16,27,0.285357298,2009/8/22 16:40,S
240,1,28,0.500807102,2010/11/5 9:05,G
241,1,29,0.125970039,2015/1/31 9:22,G
242,3,22,0.786265622,2017/7/5 13:38,T
243,16,29,0.59589334,2019/12/22 9:40,G
244,14,26,2.31405473,2014/5/1 12:16,R
245,10,21,1.098674786,2019/9/30 6:45,T
246,8,21,0.506987392,2020/5/19 2:51,G
247,8,24,0.073362935,2014/10/31 4:20,S
248,18,23,0.20468298,2018/10/19 1:59,C
249,3,27,2.164993154,2013/7/26 15:33,C
250,10,26,0.221500293,2015/10/17 0:03,C
251,10,26,0.556682516,2013/11/20 9:32,C
252,15,24,1.666072153,2011/7/3 6:02,C
253,13,28,1.691017917,2012/11/8 18:05,T
254,7,28,0.387863666,2012/4/5 2:24,T
255,6,27,1.897130178,2010/9/23 0:14,G
256,15,29,0.565140263,2015/8/19 18:28,R
257,2,25,0.837129043,2013/6/4 21:20,G
258,3,29,1.051082592,2012/5/1 19:51,S
259,7,27,0.44744219,2013/4/1 0:44,S
260,7,28,1.174842771,2014/7/23 17:15,R
261,9,23,0.6181997,2012/12/11 18:49,G
262,16,26,1.557556785,2010/9/21 21:19,T
263,17,29,0.557910874,2012/1/17 22:39,T
264,9,23,1.876272649,2013/6/14 15:13,T
265,7,26,1.166187948,2017/12/7 20:58,C
266,8,28,0.825770964,2011/4/24 9:47,T
267,6,26,0.371884714,2011/12/6 21:07,T
268,17,27,0.13671655,2016/11/26 3:48,G
269,9,25,0.489529059,2020/6/24 21:31,T
270,4,27,3.260355863,2017/9/23 13:03,T
271,0,27,0.215225908,2020/2/25 18:10,C
272,10,27,0.271377049,2014/2/17 22:16,T
273,15,22,1.214878867,2014/2/11 8:39,G
274,18,25,0.301624523,2014/8/19 19:07,G
275,14,23,1.135861654,2012/11/15 23:28,G
276,13,29,0.933262567,2012/10/21 13:16,C
277,5,29,0.501313803,2016/12/13 1:30,C
278,17,25,1.25978376,2010/5/1 10:53,G
279,3,29,1.29732705,2012/11/4 15:11,T
280,6,27,2.320566449,2010/9/30 3:18,S
281,4,26,0.833133126,2014/11/1 13:48,R
282,7,23,1.212037007,2012/2/27 1:43,T
283,10,29,0.566382403,2016/9/24 19:38,G
284,15,25,0.754673806,2018/9/6 23:38,T
285,6,28,0.611015057,2014/3/2 2:52,S
286,11,26,0.481892753,2020/9/4 22:42,C
287,1,25,1.037452216,2016/10/18 18:33,C
288,4,24,1.026679144,2011/5/28 12:23,S
289,1,29,0.890843732,2011/2/25 8:38,C
290,12,21,0.501386633,2018/4/15 8:34,C
291,19,26,0.234830302,2017/12/5 15:58,S
292,9,24,0.629901678,2017/5/28 22:50,R
293,16,21,1.324735366,2013/1/31 22:33,R
294,3,28,0.561472015,2015/10/30 22:12,G
295,10,26,0.868075357,2011/6/13 21:10,G
296,14,28,0.893794265,2016/2/26 9:30,T
297,5,27,0.435031989,2011/9/27 15:09,C
298,0,24,1.305638149,2018/10/21 3:37,S
299,10,24,0.432189362,2020/12/10 5:10,T
300,4,27,1.279825608,2018/5/22 5:37,S
301,8,27,1.146886265,2016/1/27 16:19,R
302,5,21,1.875180601,2009/1/13 6:02,R
303,17,21,0.886613913,2015/5/29 3:36,S
304,6,25,0.017355719,2012/2/10 9:09,G
305,9,28,0.801190617,2009/7/15 16:07,G
306,16,29,1.374821492,2013/4/1 3:11,G
307,12,24,0.938257328,2013/7/7 7:29,T
308,11,25,0.697784863,2018/7/28 5:32,T
309,9,20,1.340303927,2014/9/2 22:54,G
310,13,21,0.358516834,2009/11/16 15:58,C
311,3,20,0.708488112,2017/5/7 17:20,R
312,13,23,0.617307556,2014/8/14 5:45,G
313,19,26,0.047649032,2010/11/27 11:12,T
314,18,24,0.437380527,2013/4/18 5:33,C
315,16,27,0.911083301,2016/1/6 4:45,G
316,15,26,0.605630502,2009/12/15 4:33,G
317,9,21,0.242861258,2010/12/27 2:59,C
318,0,29,0.172157767,2010/5/3 19:50,R
319,5,24,0.532142202,2011/2/9 0:12,S
320,13,29,0.909839901,2011/9/8 17:11,T
321,9,27,0.217260198,2010/5/24 9:02,G
322,18,25,0.013042985,2012/4/20 21:10,G
323,8,25,1.239625562,2020/9/1 13:36,C
324,12,28,0.139708365,2011/12/24 1:28,R
325,10,21,0.21661279,2019/6/25 10:29,T
326,17,23,0.35316588,2015/6/26 17:27,R
327,14,26,1.240101792,2018/3/21 2:04,G
328,18,27,1.607194202,2020/11/24 11:14,R
329,13,22,1.153148519,2014/12/10 11:57,R
330,18,21,1.110049512,2013/8/25 4:14,C
331,13,27,0.395447175,2016/4/7 23:27,R
332,9,23,0.415115656,2019/11/9 12:59,S
333,1,24,1.594704239,2016/4/15 18:33,R
334,4,28,0.316991632,2012/8/15 3:32,R
335,0,22,1.289801738,2015/6/27 8:27,S
336,12,21,1.292056687,2011/2/14 23:40,S
337,14,24,0.091858521,2016/1/24 8:55,R
338,18,23,0.690245623,2019/8/24 6:06,R
339,5,25,0.560040602,2010/10/21 5:24,C
340,18,22,1.015842958,2018/2/4 2:56,S
341,1,22,1.832529071,2009/11/23 15:36,T
342,12,26,1.654263694,2019/6/30 22:43,G
343,4,21,0.509222593,2009/12/17 10:12,S
344,7,23,0.233501406,2011/2/1 11:13,T
345,11,25,0.208827762,2018/10/20 10:33,G
346,17,26,2.103421023,2009/3/7 2:22,C
347,0,20,0.516855166,2014/11/19 23:30,R
348,3,27,0.490376598,2016/1/12 19:20,C
349,16,22,0.391001649,2010/6/6 8:47,T
350,4,25,0.385024809,2011/7/21 1:41,G
351,12,24,0.01395616,2009/6/22 13:53,S
352,19,23,0.671845408,2012/2/12 20:31,G
353,5,22,0.693447684,2010/1/7 13:31,S
354,16,23,0.320042663,2013/11/1 8:19,G
355,7,26,1.003790611,2014/3/31 4:56,R
356,11,24,0.91536968,2015/5/2 18:23,T
357,11,25,1.345566176,2019/5/20 4:39,S
358,5,28,2.027959219,2016/5/16 10:10,R
359,11,27,0.096583515,2015/5/4 10:30,T
360,2,24,1.067876812,2014/11/30 7:23,R
361,19,21,0.147023716,2011/1/10 3:22,T
362,10,27,0.163749309,2009/9/2 1:44,C
363,11,27,0.722021353,2020/7/11 14:53,G
364,11,26,0.273876205,2013/12/31 4:38,R
365,5,23,1.810335546,2015/5/31 4:49,G
366,17,21,1.293048288,2012/2/29 16:53,R
367,4,28,0.775507016,2017/3/13 23:59,S
368,0,27,1.27809888,2018/3/2 2:31,C
369,19,28,0.103572627,2018/9/5 7:49,C
370,0,24,0.31171968,2018/11/14 18:54,G
371,7,28,2.408278871,2015/8/19 16:25,R
372,12,23,1.957284304,2013/1/8 4:08,R
373,14,29,1.00710488,2012/3/25 3:26,G
374,8,29,0.840150065,2019/12/7 4:13,S
375,15,26,0.4044694,2010/10/28 11:19,G
376,11,25,0.430465739,2016/10/15 5:39,R
377,3,28,0.918234068,2009/1/20 13:10,R
378,8,26,0.458039988,2015/4/18 5:40,S
379,2,23,0.469492672,2015/10/20 13:28,C
380,10,24,0.628372119,2009/1/25 20:02,C
381,11,26,1.093837415,2013/12/7 22:40,T
382,4,20,0.372446385,2010/7/5 11:29,G
383,1,20,0.854612561,2020/9/5 5:48,S
384,10,23,1.000734319,2011/1/29 0:48,R
385,4,28,2.316536768,2016/2/11 6:14,C
386,12,26,0.315809702,2018/3/23 18:07,R
387,2,28,0.174771114,2017/4/4 13:26,R
388,3,25,0.643876935,2020/7/14 8:17,R
389,2,20,1.252607693,2017/9/9 4:21,T
390,2,27,0.417189232,2011/1/16 8:23,C
391,6,20,0.022639697,2018/11/27 4:44,R
392,5,23,0.667625516,2015/9/5 6:59,R
393,9,22,0.614051885,2020/2/8 23:30,C
394,7,22,0.096346887,2011/10/12 2:45,S
395,17,23,2.376435908,2013/12/2 14:58,G
396,15,24,0.928877504,2016/9/26 17:15,G
397,18,24,1.096538328,2019/10/13 7:16,G
398,4,26,1.625854148,2013/3/24 1:29,T
399,1,27,1.102124545,2018/5/24 16:59,S
400,5,22,0.761624282,2020/8/31 4:02,S
401,17,26,0.315408502,2010/12/9 23:22,R
402,1,28,1.05567151,2013/12/24 21:46,T
403,15,23,0.74276798,2013/12/29 11:56,C
404,6,24,0.396784928,2019/10/23 11:58,G
405,10,29,0.174355997,2014/7/30 9:10,T
406,18,20,0.902478658,2016/12/19 1:47,R
407,6,26,0.792284431,2012/5/4 2:30,T
408,12,20,0.385344843,2014/12/18 19:39,G
409,18,27,0.966187664,2019/10/25 8:09,T
410,19,24,0.266257598,2014/11/23 9:43,G
411,16,27,1.071023159,2018/6/17 3:29,R
412,3,26,0.117821517,2013/11/23 14:37,G
413,13,20,0.5819843,2014/11/13 20:48,S
414,8,22,0.48901278,2019/3/21 2:52,G
415,19,20,0.396317481,2011/4/15 12:51,G
416,17,22,1.091114196,2012/12/29 5:57,S
417,12,25,0.269020145,2020/9/30 5:46,S
418,18,22,1.274601101,2015/2/25 13:37,C
419,9,27,0.621584964,2020/7/23 9:25,T
420,11,28,0.611101335,2019/8/19 21:17,G
421,14,24,0.240522956,2019/6/13 15:20,R
422,6,25,1.025738432,2016/10/11 14:32,S
423,9,22,2.065768714,2013/5/10 11:37,R
424,3,28,0.504754832,2016/1/11 19:47,G
425,12,25,0.171219112,2017/10/8 5:25,C
426,3,27,1.544767842,2009/1/6 5:10,R
427,10,23,0.639615424,2011/2/14 23:00,R
428,18,27,0.808620994,2009/7/9 12:34,T
429,18,27,0.871847242,2010/1/26 22:00,G
430,4,27,0.72553487,2009/1/28 5:05,S
431,6,24,0.875307081,2019/1/1 4:46,T
432,4,24,0.907672443,2020/10/31 21:39,T
433,3,21,0.338674134,2010/4/24 18:02,R
434,19,27,0.541306991,2013/1/6 13:26,R
435,12,22,0.943226081,2015/5/2 3:34,S
436,5,23,0.903482675,2013/7/2 20:19,S
437,15,29,0.717361562,2010/5/12 13:26,C
438,19,29,0.223277545,2014/7/11 22:06,C
439,5,21,1.085668378,2012/3/14 17:20,S
440,12,25,1.539878887,2017/4/24 7:30,S
441,17,20,1.779906871,2014/3/23 13:58,S
442,16,21,0.30074618,2010/6/28 12:32,C
443,4,25,1.791706775,2019/4/3 4:58,C
444,9,24,1.479423982,2017/4/1 9:28,T
445,19,22,0.697854484,2019/2/22 16:14,T
446,3,24,0.166618238,2015/11/6 9:25,T
447,9,25,0.068423774,2013/11/4 22:54,C
448,13,25,0.622536417,2019/4/26 14:44,R
449,11,23,2.787291555,2014/8/11 7:00,T
450,9,22,0.622480301,2014/8/13 14:23,T
451,12,23,0.360400651,2020/7/20 21:35,S
452,18,22,0.294314902,2017/8/20 0:37,G
453,5,23,0.796619157,2019/11/19 12:03,T
454,2,22,0.166041061,2015/5/19 6:44,T
455,18,27,0.235055213,2015/6/15 6:59,G
456,7,29,0.57778865,2018/1/2 3:02,S
457,5,21,1.079811101,2010/3/29 11:28,T
458,1,29,0.953762881,2014/1/21 12:45,S
459,1,27,0.500556635,2009/6/11 3:12,C
460,4,25,0.471326837,2013/5/13 1:09,R
461,4,23,0.363181306,2013/9/4 19:42,R
462,4,23,1.323055837,2018/11/10 17:18,S
463,8,27,0.561933109,2012/4/11 12:11,S
464,1,28,1.627225124,2019/6/26 0:24,S
465,5,28,1.328404138,2010/9/30 18:31,T
466,0,21,0.955122144,2012/5/10 1:27,G
467,15,28,2.367303815,2019/3/30 9:19,S
468,0,29,0.303022807,2016/3/7 5:53,T
469,14,27,1.25211806,2010/8/17 1:29,G
470,1,26,2.338986772,2009/12/29 14:09,S
471,11,20,0.469463779,2009/12/8 0:50,T
472,16,28,0.106123442,2010/9/4 15:13,G
473,7,27,0.833216985,2015/6/26 16:50,R
474,13,21,2.052465173,2014/7/7 19:07,G
475,6,23,0.596930943,2013/5/19 9:38,G
476,9,25,0.240232287,2018/9/16 16:39,S
477,11,21,0.969365824,2011/1/26 3:15,G
478,7,27,0.571360501,2010/1/23 2:28,S
479,1,27,0.153671216,2012/7/21 3:38,G
480,9,29,0.732968002,2015/4/4 20:02,T
481,4,22,0.407686534,2015/4/24 12:52,R
482,9,25,0.421273308,2009/1/29 0:05,C
483,10,23,0.283195912,2011/3/1 19:14,C
484,0,27,0.442702575,2017/7/15 2:40,R
485,6,23,0.546235948,2019/2/26 14:43,S
486,16,29,2.103811944,2009/7/3 7:22,T
487,12,25,0.307840327,2018/3/17 13:02,R
488,0,29,0.395688284,2019/12/22 9:10,C
489,18,28,0.923167275,2019/12/5 4:02,G
490,18,26,0.066557078,2009/3/18 17:24,R
491,18,21,0.325672391,2018/6/18 6:09,S
492,10,21,0.331792835,2014/12/19 12:16,S
493,9,21,0.301311645,2014/1/14 20:46,G
494,12,24,0.275606264,2010/9/21 9:09,C
495,3,29,0.583365072,2019/11/28 21:35,R
496,11,29,0.431035351,2019/12/9 4:49,S
497,4,26,1.766400242,2010/5/3 18:01,T
498,0,22,0.039542644,2015/10/3 15:21,C
499,11,25,0.864062712,2017/8/22 20:08,G
500,1,22,0.427979699,2015/1/4 5:29,S
501,7,28,0.771337655,2009/1/9 18:04,S
502,3,23,1.037711174,2010/8/30 4:39,T
503,10,21,0.144299682,2016/11/13 12:14,T
504,4,21,0.748758967,2012/11/6 14:49,G
505,9,29,0.336583764,2017/1/7 16:45,T
506,11,22,0.466387062,2014/7/9 16:45,S
507,5,27,1.08739698,2012/11/6 0:24,S
508,3,22,0.228952508,2011/4/2 3:10,T
509,3,22,0.2254381,2017/8/11 15:14,S
510,6,29,0.381270542,2020/9/18 11:54,R
511,1,29,1.974842734,2010/10/2 4:41,G
512,1,27,0.533639501,2015/3/3 0:30,T
513,0,28,1.973428416,2020/5/9 18:47,T
514,18,22,0.251298546,2016/7/29 20:31,S
515,11,22,0.942050152,2020/12/27 6:36,G
516,8,29,0.537148444,2012/12/18 20:21,G
517,18,21,1.254757406,2012/3/1 9:33,S
518,3,26,0.313719014,2019/5/17 21:45,R
519,2,25,1.519566201,2011/5/30 12:13,C
520,11,24,0.232103831,2014/2/9 3:31,G
521,15,29,1.38310539,2012/11/16 10:32,T
522,5,23,0.825764079,2015/12/18 6:05,S
523,1,29,0.544394508,2014/12/31 0:09,S
524,4,24,1.377967197,2018/1/11 18:47,T
525,8,22,0.140458014,2011/6/19 9:49,S
526,13,23,1.075239686,2010/4/22 0:18,R
527,6,23,0.273966729,2014/2/21 15:37,T
528,11,21,0.355867291,2015/9/5 6:05,G
529,15,26,0.48144267,2014/5/19 18:26,G
530,18,25,0.239002355,2017/11/20 15:40,S
531,2,26,0.26768835,2013/12/17 3:31,C
532,2,26,0.753730402,2010/10/17 16:17,S
533,3,29,0.927530477,2010/11/9 17:41,G
534,14,21,0.082770935,2011/5/2 7:54,R
535,13,26,0.707443557,2009/9/8 9:01,C
536,16,24,0.64252312,2015/10/2 18:18,R
537,2,27,0.081293817,2010/9/19 7:35,C
538,9,27,0.193419929,2020/4/14 18:44,C
539,11,24,1.027658856,2017/10/20 14:30,G
540,4,21,0.187965724,2011/2/15 23:36,G
541,19,29,0.010576799,2015/4/11 5:45,R
542,2,28,0.70194407,2014/2/23 15:20,R
543,19,28,0.473192602,2012/7/25 15:33,T
544,15,23,0.289599538,2017/12/20 3:14,R
545,12,23,2.272149996,2011/5/21 23:10,R
546,15,23,2.398169392,2018/5/31 20:01,G
547,8,28,1.907437087,2011/12/19 23:56,T
548,1,24,0.008512349,2009/12/12 23:28,C
549,18,24,0.37617019,2019/3/6 17:57,S
550,1,21,0.506018312,2010/11/11 0:19,S
551,9,22,1.779225543,2020/5/3 13:30,C
552,12,28,0.559004031,2018/7/2 1:37,T
553,15,20,0.798636528,2020/5/21 6:23,R
554,18,27,2.005952344,2016/7/28 19:19,C
555,9,24,0.767882919,2010/5/16 7:57,R
556,17,24,0.209233824,2017/3/14 21:55,R
557,6,25,0.1780755,2018/9/29 7:12,T
558,16,27,0.329863231,2016/7/3 9:27,T
559,15,25,0.283291557,2011/6/19 9:22,T
